gene	spearman	p	q
KAT7	0.240653	0.002302	0.002626
SREK1	0.240638	0.002304	0.002627
RPS3	0.240351	0.002333	0.002659
SEPT10	0.24033	0.002335	0.002661
MRPS30	0.239605	0.002409	0.002745
TBC1D23	0.239333	0.002437	0.002777
PIGO	0.239008	0.002471	0.002815
ASCC2	0.238772	0.002496	0.002843
TMX3	0.238626	0.002512	0.002861
PARP4	0.238536	0.002522	0.002871
POMP	0.238515	0.002524	0.002873
EMC6	0.238485	0.002527	0.002876
SNRPD1	0.238414	0.002535	0.002885
RPL26L1	0.238008	0.002579	0.002934
MT-CYB	0.23787	0.002594	0.002951
RPS27L	0.237816	0.0026	0.002957
IP6K1	0.237097	0.002681	0.003049
CCDC167	0.236921	0.002701	0.003071
NKIRAS2	0.236921	0.002701	0.003071
TCIRG1	0.236909	0.002703	0.003072
NSA2	0.236861	0.002708	0.003077
PRPF31	0.236757	0.00272	0.00309
SRSF11	0.236745	0.002722	0.003091
HDAC3	0.236691	0.002728	0.003098
EXOSC3	0.236407	0.002761	0.003135
PFDN6	0.236276	0.002776	0.003152
NHP2	0.235757	0.002838	0.003221
PRKAA1	0.235246	0.0029	0.003291
NCKAP1	0.235231	0.002902	0.003292
ADAM17	0.234927	0.002939	0.003334
PSMD3	0.234879	0.002945	0.003341
SAP130	0.234834	0.002951	0.003346
RPS15A	0.234655	0.002973	0.003371
TRAPPC2L	0.234491	0.002994	0.003394
PHF14	0.233959	0.003061	0.00347
RAPGEF2	0.233864	0.003074	0.003483
RAB11FIP3	0.233407	0.003133	0.00355
NOC2L	0.233359	0.00314	0.003556
MTX3	0.233171	0.003164	0.003584
RPS24	0.233114	0.003172	0.003592
TSG101	0.232004	0.003322	0.00376
RBM25	0.231976	0.003258	0.003689
SLC4A1	0.231954	0.003261	0.003691
MRPS6	0.231944	0.003331	0.003769
EAF1	0.231753	0.003357	0.003798
SRP9	0.231568	0.003383	0.003827
SAMM50	0.231517	0.00339	0.003834
ATG4B	0.23132	0.003418	0.003865
C12orf4	0.231219	0.003433	0.003881
NT5C	0.230971	0.003468	0.00392
YIF1A	0.230881	0.003481	0.003934
TTC17	0.230789	0.003495	0.003949
MRPS15	0.230723	0.003504	0.003959
TSC22D2	0.230639	0.003516	0.003972
ALG8	0.230001	0.003611	0.004077
CHERP	0.229604	0.00367	0.004144
TRIAP1	0.228702	0.003809	0.0043
VBP1	0.228612	0.003823	0.004315
PSMA6	0.228347	0.003865	0.004362
FBXW11	0.228224	0.003885	0.004383
SMNDC1	0.227911	0.003935	0.004439
ERCC3	0.227744	0.003962	0.004468
UTP3	0.227699	0.003969	0.004476
SNRPB2	0.227564	0.003991	0.0045
NUFIP2	0.227511	0.004	0.004509
VPS33B	0.227448	0.00401	0.00452
RINT1	0.227421	0.004015	0.004524
ITFG1	0.227227	0.004047	0.004559
AQR	0.227078	0.004071	0.004586
RPS10	0.226985	0.004087	0.004603
POLR1A	0.226433	0.00418	0.004707
MRPL40	0.225714	0.004304	0.004846
AP2M1	0.225705	0.004306	0.004846
BUD31	0.225702	0.004306	0.004846
MPV17	0.225337	0.00437	0.004917
COPZ1	0.225221	0.004391	0.00494
ZDHHC17	0.225087	0.004415	0.004966
VPS53	0.224812	0.004465	0.005021
NAA10	0.224466	0.004527	0.00509
MRPL27	0.224128	0.00459	0.005159
GTF2H3	0.223854	0.004641	0.005216
MRPL50	0.223803	0.00465	0.005226
RNPS1	0.22374	0.004662	0.005238
RPSA	0.223627	0.004683	0.00526
WDR37	0.223627	0.004683	0.00526
MT-CO1	0.223259	0.004753	0.005337
RPA3	0.223045	0.004794	0.005383
MT-ND4	0.223006	0.004802	0.00539
RANBP2	0.222859	0.00483	0.005421
TUBGCP2	0.222842	0.004834	0.005424
EXOC5	0.222761	0.004849	0.005441
RPL27	0.222737	0.004854	0.005445
SNAPIN	0.222585	0.004884	0.005477
PPIG	0.222564	0.004888	0.005481
MRPL19	0.222349	0.00493	0.005527
RPL13A	0.222313	0.004937	0.005534
C3orf38	0.221737	0.005052	0.005661
EIF3H	0.221456	0.005109	0.005724
DCTN6	0.221428	0.005032	0.005639
MNAT1	0.22097	0.00521	0.005835
SRSF7	0.220826	0.005239	0.005867
PSMD2	0.220728	0.00526	0.005889
LUC7L3	0.220017	0.005411	0.006057
TRMT112	0.21999	0.005416	0.006062
DDOST	0.219704	0.005478	0.006131
QARS	0.218916	0.005652	0.006324
ATP6V1F	0.218716	0.005697	0.006373
LAMTOR4	0.218151	0.005825	0.006515
WDR92	0.217951	0.005871	0.006565
ITGA2B	0.217429	0.005904	0.006601
MRPS35	0.217372	0.006006	0.006713
AZU1	0.217338	0.005925	0.006624
MFSD5	0.217333	0.006015	0.006722
ATP6V1A	0.217283	0.006027	0.006734
IPO11	0.216757	0.006153	0.006873
MED17	0.216692	0.006169	0.00689
RPL18	0.216417	0.006235	0.006963
CASC3	0.21636	0.006249	0.006977
PRKAR1A	0.216235	0.00628	0.00701
SRRM1	0.21596	0.006348	0.007084
POLR1E	0.215936	0.006354	0.00709
SNRPD3	0.215718	0.006408	0.007149
AGRN	0.215647	0.006426	0.007168
MKLN1	0.215456	0.006474	0.00722
TIMM10B	0.214891	0.006617	0.007379
EMC3	0.214727	0.00666	0.007425
NUP188	0.21402	0.006845	0.00763
KXD1	0.213972	0.006858	0.007643
MANBAL	0.213948	0.006864	0.007648
SMC5	0.213939	0.006866	0.00765
COMMD3	0.213437	0.007001	0.007798
NDUFA5	0.213249	0.007052	0.007853
SCFD2	0.21281	0.007172	0.007986
VPS16	0.212721	0.007197	0.008012
MAPK14	0.212076	0.007378	0.00821
CELF1	0.211727	0.007477	0.008319
CALCOCO1	0.211724	0.007478	0.008319
SEPT7	0.211691	0.007488	0.008328
POLR3D	0.211506	0.007541	0.008386
SSU72	0.211476	0.00755	0.008394
WRAP53	0.211294	0.007602	0.008451
AP1S1	0.211031	0.007679	0.008535
EIF1	0.21101	0.007685	0.00854
BUB3	0.210986	0.007692	0.008547
NOL9	0.210279	0.007903	0.008779
CYTH1	0.209715	0.008075	0.008968
PPP6C	0.209667	0.008089	0.008983
BCS1L	0.209234	0.008223	0.00913
MRPS10	0.208529	0.008446	0.009374
BRMS1	0.208523	0.008448	0.009374
NDUFA10	0.208523	0.008448	0.009374
SMARCD2	0.20847	0.008465	0.009391
ILF2	0.207968	0.008627	0.009569
RPLP0	0.207852	0.008665	0.00961
PRPF19	0.207702	0.008714	0.009662
RPL4	0.207535	0.008769	0.00972
MRPL47	0.207392	0.008816	0.009771
EXOC6B	0.207281	0.008853	0.00981
URB2	0.207255	0.008862	0.009818
HIST1H1D	0.207234	0.008767	0.009719
GNAI3	0.20715	0.008897	0.009855
OLFML1	0.206455	0.009132	0.010114
EIF3M	0.206216	0.009214	0.010203
ELMO1	0.206192	0.009223	0.01021
EEF1A1	0.206057	0.009269	0.01026
SLTM	0.205941	0.00931	0.010303
TOP3B	0.205362	0.009513	0.010525
ORC3	0.205263	0.009548	0.010562
ATP6V1G1	0.205242	0.009556	0.010568
RPS5	0.205195	0.009573	0.010585
TRIM56	0.205156	0.009587	0.010598
APOA4	0.205086	0.009507	0.01052
LRCH4	0.205007	0.00964	0.010656
BIRC2	0.204762	0.009729	0.010751
COPB2	0.204338	0.009883	0.01092
PSMB1	0.204105	0.009969	0.011011
CLP1	0.203862	0.009953	0.010996
JMJD1C	0.203385	0.010239	0.011307
CFD	0.203039	0.01037	0.01145
ACTG1	0.203003	0.010384	0.011463
MRPS33	0.202827	0.010452	0.011536
ERCC2	0.202561	0.010555	0.011648
SLC25A16	0.202296	0.010659	0.01176
NSMCE1	0.202072	0.010747	0.011856
ATP6AP2	0.202009	0.010772	0.011881
DRAP1	0.201785	0.010861	0.011977
GORASP1	0.201696	0.010897	0.012014
RBM45	0.201529	0.010964	0.012086
AIMP1	0.201412	0.011011	0.012136
RPL11	0.20092	0.011211	0.012355
VPS11	0.200719	0.011294	0.012443
HERC2	0.200388	0.011431	0.012593
MAEA	0.20034	0.011451	0.012612
ATG16L1	0.199725	0.011711	0.012896
ATP1B1	0.199295	0.011896	0.013097
MAPKAP1	0.199003	0.012023	0.013235
EXOSC2	0.19897	0.012037	0.013248
RAB1B	0.198621	0.012191	0.013415
CCT7	0.198349	0.012311	0.013545
APOA1	0.198074	0.012434	0.013678
ZC3HC1	0.1976	0.01265	0.013912
RPP30	0.197549	0.012673	0.013935
IDH3G	0.197525	0.012684	0.013945
WASF2	0.197271	0.0128	0.014071
YME1L1	0.197104	0.012878	0.014153
PRKAR2A	0.197009	0.012922	0.014199
PSMD1	0.196844	0.012999	0.014281
AGO1	0.196809	0.013015	0.014297
MCM3AP	0.195692	0.013547	0.014878
SNRPD2	0.195683	0.013552	0.014881
EMC4	0.195238	0.013769	0.015116
NAA50	0.195211	0.013782	0.015128
NUP54	0.194787	0.013992	0.015356
S100A12	0.194495	0.014024	0.015389
CTSG	0.194425	0.014059	0.015425
CDC26	0.194196	0.01429	0.015674
CYP2C19	0.194152	0.014312	0.015697
STARD3	0.193901	0.014441	0.015834
VPS51	0.19382	0.014482	0.015875
SERINC3	0.193817	0.014483	0.015875
RBM33	0.193814	0.014485	0.015875
GIT2	0.193778	0.014503	0.015892
RBBP6	0.193763	0.014511	0.015898
VPS29	0.193345	0.014728	0.016132
SF3A3	0.193247	0.014779	0.016186
EIF3C	0.192925	0.014949	0.016368
CAMP	0.192652	0.014978	0.016397
LZTR1	0.192608	0.015117	0.016544
LTF	0.192543	0.015036	0.016458
MRPS18A	0.192498	0.015176	0.016605
WDR77	0.192435	0.01521	0.016639
WDR82	0.192417	0.015219	0.016647
CLTC	0.192244	0.015312	0.016746
COMMD4	0.191939	0.015477	0.016923
FARSA	0.191566	0.015682	0.017144
IREB2	0.191408	0.015769	0.017237
PSMA2	0.191196	0.015887	0.017362
RPL10	0.191172	0.0159	0.017374
IER3IP1	0.190796	0.016111	0.017601
COPS6	0.190512	0.016272	0.017774
EEF1B2	0.190459	0.016303	0.017804
MED15	0.190005	0.016563	0.018085
GABARAPL2	0.189975	0.016581	0.018101
KDELR1	0.188631	0.017374	0.01896
ANK1	0.188604	0.017273	0.018853
WDR18	0.188115	0.017687	0.019299
PISD	0.18736	0.018155	0.019806
ABHD17B	0.18696	0.018407	0.020077
HECTD4	0.186798	0.018509	0.020185
RAI14	0.186786	0.018517	0.02019
POP7	0.186622	0.018622	0.020301
RPL13	0.186201	0.018893	0.020593
TAF6	0.18616	0.01892	0.020619
CDK5RAP1	0.185374	0.019436	0.021177
BTAF1	0.1845	0.020024	0.021814
ARL6IP4	0.184267	0.020183	0.021984
ADRM1	0.184001	0.020367	0.022179
ELANE	0.183607	0.020522	0.022345
BSG	0.183437	0.02076	0.0226
FIBP	0.183395	0.02079	0.022628
MIB1	0.183347	0.020823	0.022661
CYHR1	0.182738	0.021256	0.023128
CCT4	0.182455	0.021461	0.023347
TIMM10	0.181765	0.021965	0.023891
FIG4	0.181702	0.022011	0.023937
ISY1	0.18161	0.02208	0.024007
BABAM1	0.181401	0.022235	0.024172
NOP9	0.18132	0.022296	0.024233
INTS1	0.180914	0.022601	0.024561
SF3A1	0.180586	0.022851	0.024828
RPL28	0.180281	0.023085	0.025078
RPL7A	0.180096	0.023228	0.025229
ZNF516	0.17998	0.023318	0.025322
TBCK	0.179857	0.023413	0.025422
TMED5	0.179642	0.023582	0.0256
PCBP1	0.17963	0.023591	0.025605
ALDH1A2	0.179251	0.02389	0.025926
SRSF2	0.178484	0.024506	0.02659
PCBP2	0.178227	0.024715	0.026812
AP2B1	0.17815	0.024779	0.026876
RTN3	0.177732	0.025123	0.02724
SIPA1	0.177305	0.025479	0.027616
DEFA3	0.177296	0.02537	0.027502
SNRPG	0.177018	0.025721	0.027866
UXT	0.177015	0.025723	0.027866
SEC13	0.176675	0.026013	0.028175
TAF1	0.176576	0.026097	0.028261
RPS14	0.176558	0.026112	0.028273
TRA2A	0.176469	0.026189	0.028351
MRPL3	0.176311	0.026325	0.028494
NFYC	0.175976	0.026615	0.028802
STX16	0.175812	0.026759	0.028952
PSMC3	0.174579	0.027857	0.030135
RPL24	0.173952	0.028429	0.030749
SRP19	0.173827	0.028545	0.030869
DHX35	0.173681	0.028567	0.030887
MLLT1	0.173516	0.028834	0.03117
PSMC6	0.172946	0.02937	0.031744
IMP3	0.172883	0.029429	0.031803
CAPZA2	0.172695	0.029608	0.031991
MRPL37	0.172674	0.029628	0.032007
RPL29	0.172101	0.03018	0.032597
WDR87	0.171923	0.03024	0.032657
ZMAT2	0.171062	0.031202	0.03369
KMT2D	0.170865	0.031399	0.033897
BRD8	0.170549	0.031718	0.034235
SPG7	0.170405	0.031863	0.034386
NDUFV3	0.17028	0.031991	0.034517
SNRNP40	0.170086	0.032189	0.034725
MOB4	0.169925	0.032355	0.034898
PIK3C3	0.169644	0.032645	0.035204
SNCA	0.169311	0.032883	0.035455
SRSF5	0.169146	0.033165	0.035753
ANAPC2	0.168548	0.033798	0.036429
CHP1	0.168205	0.034166	0.03682
COPS7A	0.168113	0.034266	0.036921
PLBD2	0.168023	0.034363	0.037019
RPS19	0.167904	0.034493	0.037146
MPO	0.167822	0.034475	0.037133
KATNA1	0.167521	0.03491	0.037589
HSBP1	0.167375	0.035071	0.037755
DPM1	0.167205	0.035259	0.037951
PSMB5	0.166796	0.035714	0.038434
CAAP1	0.166739	0.035778	0.038496
RABGEF1	0.166366	0.036198	0.038942
MRPL41	0.166071	0.036534	0.039296
MAD1L1	0.16565	0.037017	0.039809
RAD50	0.165611	0.037062	0.03985
GADD45GIP1	0.165524	0.037162	0.039951
RIC8B	0.165315	0.037404	0.040204
ARL8B	0.165214	0.037523	0.040325
MED14	0.164503	0.03836	0.041217
CCT5	0.164312	0.038587	0.041454
TRAPPC9	0.164276	0.03863	0.041493
KIAA0100	0.163909	0.039071	0.04196
PSMC1	0.163399	0.039692	0.042619
ZW10	0.163324	0.039783	0.04271
COMMD10	0.163237	0.03989	0.042816
UQCRH	0.163076	0.040088	0.043022
MYL6	0.162366	0.040973	0.043964
POLR1B	0.162055	0.041365	0.044377
SPATA5L1	0.161649	0.041882	0.044916
THOC6	0.16156	0.041997	0.045031
EMC1	0.161497	0.042077	0.04511
RBM34	0.161354	0.042262	0.0453
CYFIP1	0.161315	0.042312	0.045346
MRPS5	0.161094	0.042598	0.045644
MRPL21	0.160927	0.042815	0.045869
TIMM17B	0.160634	0.043198	0.046272
FRMD8	0.160559	0.043297	0.046369
CCDC12	0.160521	0.043348	0.046416
YPEL5	0.160506	0.043367	0.046429
TRIM25	0.158983	0.045414	0.048611
EXOSC5	0.158891	0.045541	0.048738
CIAO1	0.158664	0.045853	0.049064
AP5S1	0.158294	0.046367	0.049606
RPL18A	0.158085	0.046659	0.049909
COG1	0.157846	0.046995	0.050251
MRPS12	0.157673	0.047239	0.050504
RPL38	0.156956	0.048263	0.05159
YIPF4	0.156523	0.04889	0.052251
INTS4	0.155863	0.04986	0.053278
POLRMT	0.155021	0.051119	0.054615
PRPH	0.154036	0.052553	0.056137
NDUFAF3	0.153797	0.052999	0.056603
THAP4	0.153496	0.05347	0.057097
TAF6L	0.153445	0.05355	0.057172
PSMD14	0.153033	0.054201	0.057847
ARL14EP	0.152956	0.054324	0.057969
RPN2	0.152759	0.054638	0.058289
RPL14	0.152756	0.054643	0.058289
PSMC5	0.152329	0.055329	0.05901
MRPL54	0.152251	0.055454	0.059134
TRAPPC12	0.152167	0.055589	0.059268
RPL5	0.151902	0.056022	0.059718
MRPL51	0.151	0.057508	0.061293
ARPC3	0.150567	0.058234	0.062045
PSMA3	0.150191	0.05887	0.062712
PHKA2	0.149946	0.059288	0.063146
ADD2	0.149601	0.05982	0.063702
LPP	0.149585	0.059908	0.063785
ROCK1	0.149182	0.060606	0.064517
RPRD1B	0.148624	0.061584	0.065547
RBM6	0.14838200000000001	0.062012	0.065991
HSPA8	0.148062	0.062581	0.066585
DCTN2	0.147955	0.062773	0.066778
EXOC8	0.147474	0.063639	0.067688
CCNL1	0.147346	0.063872	0.067924
TIMM9	0.146847	0.064784	0.068881
NOC4L	0.14651	0.065407	0.069532
APOD	0.146192	0.06595	0.070098
MRPL55	0.145925	0.066498	0.070668
ARCN1	0.145814	0.066706	0.070877
MAGT1	0.145605	0.067101	0.071284
GATC	0.144826	0.068588	0.072852
PPIE	0.144587	0.06905	0.073329
VPS25	0.143578	0.071027	0.075403
COX17	0.143557	0.071068	0.075434
LAS1L	0.143125	0.071931	0.076337
TIMM8B	0.143029	0.072123	0.076527
RPS3A	0.142951	0.072279	0.076679
TMED2	0.142904	0.072375	0.076768
CSNK1A1	0.142742	0.0727	0.0771
EXOC2	0.142647	0.072893	0.077291
COX7C	0.14259	0.073008	0.0774
RPS17	0.142516	0.073159	0.077547
ABCC11	0.142429	0.073335	0.07772
LAMTOR2	0.141787	0.07465	0.079101
COPS4	0.141521	0.0752	0.079656
BLOC1S1	0.141023	0.076241	0.080745
FAM96B	0.140954	0.076386	0.080884
SF1	0.140133	0.078128	0.082715
PSMB7	0.139652	0.079163	0.083796
POLG2	0.139587	0.079305	0.083932
PSMC2	0.139503	0.079486	0.08411
PEX26	0.139455	0.07959	0.084205
COX4I1	0.139258	0.080019	0.084631
RPL35A	0.138963	0.080667	0.085301
INTS2	0.138927	0.080745	0.08537
ERH	0.138772	0.081087	0.085716
SZT2	0.138739	0.08116	0.085778
MRPL14	0.138539	0.081602	0.086232
EIF3F	0.137772	0.083318	0.088
PCNP	0.137404	0.08415	0.088863
MRPL11	0.13713	0.084776	0.089509
MRPS34	0.136834	0.085454	0.09021
SEC23B	0.136622	0.085943	0.090711
TMOD3	0.13641	0.086435	0.091214
MRPL53	0.136322	0.086638	0.091413
WDR36	0.134933	0.089922	0.094862
COMMD2	0.134518	0.090922	0.0959
RPS11	0.133983	0.092222	0.097238
EIF3I	0.133485	0.093448	0.098514
GSK3B	0.131861	0.097532	0.102802
FLII	0.131807	0.09767	0.10293
SYNM	0.131568	0.098283	0.103541
SEC11A	0.131511	0.098429	0.103677
ANXA9	0.131225	0.099169	0.104439
GLE1	0.130842	0.100164	0.105469
COX7B	0.130717	0.100492	0.105796
MRPL28	0.13069	0.100562	0.105852
TTC21B	0.130371	0.101402	0.106718
TMEM147	0.130033	0.102295	0.107621
YIPF3	0.129541	0.10361	0.108986
C19orf70	0.129221	0.10447	0.109854
TRAPPC5	0.128968	0.105157	0.110557
RPL34	0.128753	0.105742	0.111153
LYRM4	0.12832	0.106927	0.11238
UBE2G2	0.127947	0.107957	0.113442
COX6C	0.127941	0.107974	0.113442
RAC1	0.127606	0.108904	0.1144
ASCC1	0.127418	0.10943	0.114933
LLPH	0.127281	0.109815	0.115318
PSMB3	0.127254	0.10989	0.115378
CTR9	0.127164	0.110142	0.115622
PLRG1	0.126609	0.111714	0.117253
RRAGA	0.126454	0.112157	0.117697
MARCH6	0.126272	0.112678	0.118224
EXOSC7	0.126227	0.112806	0.118339
COMMD7	0.126137	0.113064	0.118589
CXXC1	0.126081	0.113227	0.11874
HYPK	0.126027	0.113381	0.118882
PPP2CA	0.125842	0.113915	0.119421
CIB1	0.125597	0.114625	0.120145
MRPL34	0.125149	0.115931	0.121494
WDR61	0.125104	0.116062	0.121611
MRPS11	0.124427	0.118063	0.123675
SDF2	0.124424	0.118072	0.123675
CNOT1	0.124316	0.118392	0.123989
UQCRB	0.123863	0.11975	0.12539
LAMTOR5	0.123836	0.119831	0.125453
RREB1	0.123274	0.121528	0.127208
COX5B	0.121686	0.126431	0.132296
PSMD7	0.120853	0.129062	0.135027
CSTF1	0.120268	0.130936	0.136964
ZC3H13	0.12002	0.131736	0.137778
RPL6	0.119089	0.134776	0.140934
RPS20	0.118772	0.135821	0.142002
CDK9	0.118423	0.136982	0.143192
ARL1	0.118378	0.137132	0.143324
HIST2H4B	0.118158	0.137977	0.144183
TRMU	0.118117	0.138116	0.144304
MRPL20	0.117859	0.138873	0.145071
RPL21	0.117432	0.140317	0.146555
PSMD13	0.117298	0.140774	0.147007
POLR3B	0.117115	0.141395	0.147631
WDR11	0.11693	0.142028	0.148267
DDA1	0.116456	0.143662	0.149922
RPL36	0.115521	0.146921	0.153297
AP1M1	0.115465	0.14712	0.153479
SEPT11	0.114748	0.149659	0.156102
COX5A	0.114694	0.149851	0.156275
RPL31	0.113381	0.154596	0.161197
COA4	0.112046	0.159532	0.166315
KRR1	0.111855	0.160248	0.167034
COX7A2L	0.111783	0.160517	0.167286
ORC5	0.111073	0.163205	0.170059
SNF8	0.110661	0.16478	0.171642
PRG2	0.110579	0.165255	0.172109
RNF123	0.110219	0.16648	0.173355
INTS10	0.109515	0.169219	0.176178
COMMD5	0.109359	0.169827	0.176781
TOMM20	0.109013	0.171189	0.178169
AHSP	0.108786	0.172264	0.179257
AP3M1	0.107711	0.176382	0.183511
RPS16	0.105657	0.184811	0.192249
RPL22	0.105535	0.185322	0.192749
NSMCE4A	0.105383	0.18596	0.193379
MMP8	0.105371	0.186211	0.193576
WDR19	0.105323	0.18621	0.193576
SARNP	0.10529	0.186348	0.193686
WDR6	0.105159	0.186901	0.194227
GTF2H4	0.105066	0.18729	0.1946
AP4M1	0.104965	0.187719	0.195012
RPS23	0.104174	0.191081	0.198472
POLR2I	0.103866	0.1924	0.199809
THOC7	0.102496	0.198357	0.205961
SKAP2	0.102347	0.199014	0.206609
LSM7	0.10223	0.199528	0.207107
SPCS2	0.102024	0.200439	0.208018
MRPL4	0.101099	0.204569	0.212268
CNOT10	0.101072	0.204689	0.212358
CDK5RAP3	0.100925	0.205348	0.213006
RPL15	0.100397	0.20774	0.215451
PFDN5	0.100197	0.20865	0.216359
MRPS14	0.100018	0.209468	0.217171
OXLD1	0.0996	0.211386	0.219122
RPL23A	0.0994	0.212308	0.220041
DCTN3	0.099286	0.212832	0.220547
RPS29	0.098074	0.218491	0.226374
BRCC3	0.096868	0.224228	0.232279
EXOSC4	0.09617	0.227599	0.235692
RPP38	0.095749	0.229648	0.237734
TUBA1C	0.094605	0.235278	0.243522
PYURF	0.094295	0.236824	0.245081
RCCD1	0.093808	0.23926	0.247561
RPS13	0.09348	0.240914	0.249231
MTX2	0.093205	0.242304	0.250627
EIF2S3	0.09259	0.245436	0.253824
MRPL49	0.091865	0.249166	0.257639
SAP18	0.091751	0.249753	0.258203
NDUFA8	0.091677	0.25014	0.25856
ERCC1	0.0913	0.252095	0.260537
AP2S1	0.090915	0.254107	0.262573
NDUFA3	0.090073	0.258545	0.267115
CDC42	0.089563	0.261262	0.269877
LIN7C	0.088139	0.268944	0.277766
PPP3R1	0.088031	0.26953	0.278325
TMEM30A	0.088016	0.269612	0.278362
PSMA4	0.087748	0.271081	0.279832
COX19	0.087575	0.27203	0.280766
MRPL35	0.08713	0.27448	0.283247
NAA20	0.086807	0.276265	0.285042
RPS12	0.085094	0.285884	0.294917
CAPNS1	0.084413	0.289766	0.298872
SNRNP70	0.084315	0.290331	0.299355
GPS1	0.083392	0.295655	0.304795
SMIM7	0.083001	0.297932	0.306989
BIN3	0.082885	0.298612	0.307638
DPH1	0.082443	0.301202	0.310255
SEH1L	0.081144	0.3089	0.318132
NDUFA9	0.079995	0.315821	0.325205
UBL7	0.078215	0.326731	0.336384
AP5B1	0.077505	0.331155	0.340882
ODF2	0.077442	0.331548	0.341229
XAB2	0.077358	0.332071	0.341711
DDX6	0.077063	0.333926	0.343563
VPS39	0.077039	0.334446	0.344042
BRK1	0.076114	0.339928	0.349623
NFRKB	0.07466	0.349253	0.359154
EIF2B2	0.073003	0.360075	0.370221
SKIV2L	0.072761	0.361672	0.371801
HMG20A	0.072412	0.363986	0.374118
F8A1	0.071826	0.367883	0.377999
VPS52	0.07148	0.370202	0.380318
CTNNA1	0.070767	0.375007	0.385127
SCO2	0.070453	0.37713	0.387179
PSMB2	0.069369	0.384527	0.394642
GNB1	0.068071	0.393506	0.403791
TPM3	0.067999	0.394005	0.404236
MT-ATP8	0.066727	0.402925	0.413252
SLIRP	0.066256	0.406264	0.416539
MRPL17	0.066235	0.406413	0.416622
DERA	0.066065	0.407622	0.417792
SF3B5	0.065608	0.410877	0.421059
RPL37	0.064918	0.415821	0.425984
IRF5	0.064017	0.422336	0.432588
PDCD10	0.063799	0.42392	0.434139
LUC7L2	0.063412	0.427149	0.4373
MT-ND2	0.063402	0.426815	0.437031
UTP15	0.062231	0.435412	0.445687
POLR2C	0.061882	0.437997	0.448259
DDX51	0.061482	0.440969	0.451225
NDUFV2	0.061022	0.444398	0.454659
LARP7	0.060849	0.445693	0.455909
MED16	0.059897	0.452856	0.463084
HSPA6	0.057431	0.471699	0.482193
BPGM	0.057171	0.473708	0.484168
WDR63	0.056724	0.477589	0.488053
ECM1	0.056108	0.481979	0.492459
RPL30	0.055278	0.488492	0.499031
MRPL16	0.055177	0.489291	0.499683
HLA-DQA1	0.054774	0.492474	0.502767
SACS	0.054651	0.493442	0.503673
KATNAL2	0.054227	0.496805	0.506855
KRT2	0.05398	0.499182	0.509196
CCDC93	0.053478	0.502778	0.512612
MPC2	0.051469	0.518978	0.528781
PSMA7	0.051176	0.521359	0.531033
TOMM7	0.049158	0.537934	0.547646
COMMD6	0.048883	0.54021	0.549873
HEATR5B	0.048866	0.540359	0.549934
SYF2	0.048749	0.541325	0.550827
CALM3	0.048713	0.541623	0.551039
SDHAF2	0.048645	0.542193	0.551529
TIMM13	0.048343	0.544702	0.55399
TRAPPC1	0.048218	0.545747	0.554962
COX7A2	0.047892	0.548463	0.557633
NOP10	0.046615	0.559193	0.568355
DDX1	0.046083	0.563684	0.572827
EPX	0.045943	0.56526	0.574334
C7orf26	0.045835	0.565785	0.574773
SYNRG	0.04565	0.567356	0.576275
MRPL23	0.045152	0.571599	0.580489
TBL3	0.044125	0.580386	0.589317
AP4B1	0.043695	0.584083	0.592876
EIF2B4	0.043572	0.585137	0.593849
EBNA1BP2	0.04316	0.588693	0.59736
MRPL48	0.04282	0.591638	0.600251
PDZD11	0.041671	0.601633	0.610291
PSMD8	0.041262	0.605208	0.613817
PPP4C	0.04125	0.605312	0.613823
MTX1	0.041017	0.607352	0.61579
HMGN3	0.040894	0.608425	0.616778
NDUFS8	0.040441	0.612412	0.620717
EPB42	0.039103	0.624228	0.63259
RPL9	0.037909	0.634859	0.642944
NDUFB8	0.037237	0.640873	0.648928
SKP1	0.036192	0.650273	0.65834
COPS5	0.035765	0.65413	0.662136
SPTA1	0.035507	0.656806	0.664627
DDB1	0.033816	0.671859	0.679638
NDUFA6	0.033404	0.675629	0.68334
RPS28	0.033344	0.676176	0.683671
RMND5A	0.03295	0.679791	0.687102
GSDMB	0.032371	0.685117	0.69226
PAF1	0.031219	0.695761	0.7029
NOMO1	0.030971	0.698058	0.705105
MRPL9	0.030314	0.704158	0.711036
COX6B1	0.03018	0.705408	0.712182
LSM4	0.029795	0.708996	0.715688
SPG11	0.02966	0.71025	0.716776
DDRGK1	0.029654	0.710305	0.716776
RPS25	0.029481	0.711922	0.718291
BRPF1	0.027618	0.729393	0.735798
BPI	0.027148	0.734095	0.740301
MEAF6	0.024925	0.754893	0.761028
NDUFB5	0.02377	0.765918	0.771891
PTPRJ	0.023627	0.767289	0.773147
UQCC2	0.022979	0.773494	0.77902
RBM7	0.022328	0.779743	0.785186
TUBGCP4	0.021794	0.784885	0.790236
POLR2J	0.018322	0.818509	0.823688
MICU2	0.017289	0.82858	0.833687
RHOA	0.017187	0.829571	0.834549
RNASE3	0.016483	0.83662	0.841368
DCTN1	0.016357	0.837685	0.842302
GID8	0.016068	0.84052	0.845015
TAF10	0.015488	0.846197	0.850447
NDUFB11	0.013784	0.862949	0.867003
COPS2	0.013533	0.865419	0.869343
LRWD1	0.011658	0.883924	0.887071
